2.50,0.00,0.00,0.00,0.00,0.00,5.25
0.00,0.00,0.00,0.00,0.00,0.00,3.81
0.00,0.00,0.00,0.59,2.35,0.00,5.00
4.89,4.00,0.00,0.00,0.00,0.00,5.78
0.00,0.26,0.00,0.00,0.00,0.00,7.95
0.00,0.00,0.00,0.00,0.00,0.00,3.33
0.00,0.00,0.00,0.00,6.25,0.00,2.50
0.00,0.00,2.22,0.00,0.00,0.00,1.11
0.00,9.39,9.09,0.00,0.00,0.00,1.82
5.71,4.44,0.00,0.00,0.00,0.00,3.97
0.00,0.75,0.00,0.00,0.00,0.00,6.25
10.00,5.71,0.00,6.43,0.00,0.00,0.71
4.72,0.00,0.00,0.00,0.00,3.89,3.06
0.00,0.00,0.00,0.00,2.86,0.00,6.43
0.00,0.00,0.00,0.00,0.00,0.00,4.51
0.00,0.00,3.12,0.00,2.50,0.00,3.44
0.00,0.00,0.29,0.00,0.00,0.00,9.71
5.00,7.00,0.00,0.00,0.00,0.00,6.00
5.71,0.00,0.00,0.00,0.00,0.00,1.79
0.00,6.43,0.00,0.00,3.81,0.00,3.81
0.00,0.00,0.00,0.00,0.00,0.00,2.68
0.00,0.00,0.00,0.00,0.00,0.00,4.04
0.00,0.00,0.00,6.18,0.00,0.00,0.29
7.73,3.41,0.00,0.00,0.00,4.09,10.00
0.00,0.00,0.00,6.05,0.00,8.42,0.26
0.00,0.00,4.55,6.36,10.00,0.00,1.21
5.43,5.71,0.00,0.00,0.00,3.43,1.43
0.00,0.00,2.97,2.70,0.00,0.00,2.97
6.43,1.43,0.00,0.00,0.00,0.00,1.79
0.00,0.00,0.00,2.06,5.29,0.00,5.00
0.00,0.00,0.00,0.00,0.00,0.00,6.36
4.71,0.00,0.00,0.00,0.00,0.00,0.29
0.40,0.00,0.00,0.00,0.00,0.00,4.80
0.00,0.00,0.00,0.00,2.97,0.00,7.03
4.83,0.00,0.00,0.00,0.00,0.00,3.79
0.00,0.00,0.00,0.00,0.00,0.00,4.29
0.00,4.59,0.00,0.00,0.00,0.00,0.27
0.00,0.88,0.00,0.00,1.76,7.06,8.53
0.00,0.00,0.00,0.00,0.00,0.00,1.07
9.71,0.00,4.71,0.00,4.41,0.00,1.18
1.61,0.00,0.00,2.26,10.00,0.00,1.29
1.11,0.00,0.00,3.06,0.00,0.00,5.83
0.00,0.00,7.27,0.00,0.00,0.00,2.00
4.86,0.00,0.00,0.00,0.00,0.00,3.14
0.00,0.00,0.00,0.00,0.00,0.00,5.71
0.23,0.00,1.86,0.00,0.00,6.98,6.74
0.00,0.00,0.00,6.09,0.00,0.00,6.74
5.41,0.00,0.00,0.00,1.62,0.00,2.16
0.00,0.00,0.00,0.00,0.00,0.00,5.00
0.00,0.00,0.00,0.00,0.00,1.84,6.58
10.00,0.00,0.00,2.67,5.33,4.44,0.44
6.14,0.00,0.00,3.64,3.64,0.00,2.50
0.00,0.00,3.23,0.00,0.00,0.00,3.55
0.00,0.00,0.00,0.00,4.69,0.00,1.88
0.00,0.00,0.00,0.00,0.00,0.00,8.97
0.00,1.39,0.00,0.00,3.61,0.00,6.39
5.20,0.00,0.00,0.00,0.00,0.00,0.40
0.00,0.00,0.00,0.00,0.00,0.00,0.42
0.00,3.06,0.00,0.00,3.89,0.00,3.33
0.00,0.00,0.00,0.00,0.00,0.00,6.97
0.00,0.00,0.00,2.57,0.00,0.00,6.57
0.00,0.00,0.00,0.00,5.12,0.00,5.35
3.60,0.00,0.00,0.00,4.40,0.00,2.40
5.00,0.00,0.00,5.23,0.00,0.00,0.68
4.24,0.00,0.00,0.00,0.00,10.00,2.73
2.22,0.00,0.00,0.00,0.00,0.00,7.22
0.00,0.00,2.31,1.79,0.00,6.41,3.33
0.00,0.00,0.00,0.00,0.00,0.00,4.47
5.14,0.00,0.57,3.14,0.00,0.00,4.57
0.00,0.00,0.00,0.00,2.00,0.00,3.00
0.00,0.00,0.00,0.00,0.00,7.06,5.88
0.00,0.00,0.00,0.00,0.00,0.91,5.91
0.00,0.00,0.00,0.00,0.00,10.00,0.95
0.00,0.00,5.25,0.00,0.00,1.50,8.75
0.00,0.00,0.00,0.00,10.00,0.00,5.61
0.00,0.00,0.00,0.00,0.00,0.00,9.29
0.00,0.00,0.00,0.00,0.00,0.00,3.33
0.00,0.00,0.00,3.16,1.05,0.00,7.37
2.70,0.00,0.00,0.00,2.16,0.00,5.41
8.44,0.00,0.00,0.00,0.00,0.00,2.81
0.00,0.00,5.75,0.00,0.00,3.00,1.75
0.00,6.92,0.00,0.00,0.00,0.00,2.05
0.00,4.32,0.00,0.00,0.00,0.00,3.24
3.50,0.00,0.00,3.00,3.75,4.25,9.25
0.00,0.00,0.00,0.00,0.00,0.00,3.21
0.00,0.00,0.00,2.17,0.00,4.78,4.35
2.50,0.00,0.00,0.00,0.00,0.00,2.22
0.00,0.00,0.00,0.00,4.25,5.25,2.75
0.00,0.00,4.35,0.00,0.00,0.00,4.78
0.00,3.19,0.00,0.00,0.00,0.00,7.23
0.00,4.57,0.00,0.00,0.00,0.00,5.00
0.00,5.31,0.00,0.00,0.00,0.00,1.56
8.00,0.00,0.00,0.00,0.00,5.00,3.00
0.00,3.64,0.00,0.00,10.00,0.00,5.76
10.00,4.00,0.00,3.25,0.00,0.00,0.25
0.00,0.00,0.00,1.84,0.00,0.00,5.26
0.00,0.00,0.00,3.44,0.00,0.00,3.75
0.00,1.54,0.00,0.00,0.00,0.00,2.05
0.00,0.00,7.94,0.00,0.00,0.00,5.00
0.00,0.00,0.00,0.00,0.00,0.00,6.25
0.00,0.00,0.00,0.00,0.00,1.50,1.00
0.00,0.00,0.00,0.00,0.00,0.00,5.14
0.00,0.00,0.00,0.00,0.00,10.00,3.51
0.00,3.75,0.00,0.00,0.00,0.00,3.33
2.63,0.00,10.00,0.00,3.95,0.00,2.63
5.00,0.00,0.88,0.00,0.00,0.00,8.82
0.00,0.00,0.00,0.00,0.00,0.00,3.93
0.00,0.00,0.00,0.00,5.13,0.00,5.13
0.00,0.00,0.00,4.38,0.62,4.38,5.00
0.00,0.00,0.00,0.00,5.00,8.00,2.50
0.00,0.00,0.40,0.00,7.20,0.00,8.00
0.00,0.00,0.00,0.00,0.00,7.14,3.57
9.61,0.00,2.16,0.00,3.53,0.59,8.04
0.00,0.00,0.00,6.25,0.00,0.00,5.83
6.49,0.00,1.89,0.00,0.00,0.00,0.27
0.00,1.48,0.00,0.00,0.00,3.70,5.56
0.00,0.00,0.00,5.85,0.00,6.42,5.66
0.00,8.38,8.38,0.00,0.00,0.00,1.35
0.00,4.38,0.00,0.00,1.46,0.00,0.83
0.00,0.00,0.00,0.00,0.00,0.00,1.07
0.00,10.00,0.00,2.00,0.00,4.00,4.00
10.00,3.41,0.00,0.00,2.20,1.71,2.93
0.00,0.00,0.00,0.00,0.00,0.00,1.62
0.00,0.00,0.00,0.00,0.00,0.00,4.69
0.00,0.00,0.00,0.00,0.00,0.00,6.67
0.00,0.00,0.00,0.00,3.00,0.00,4.75
0.00,2.17,0.00,0.00,0.00,0.00,4.78
0.00,6.25,1.61,0.00,0.00,0.00,6.25
0.00,0.00,0.00,0.00,0.00,0.00,7.84
2.04,9.26,5.00,0.00,0.00,0.00,2.04
9.23,0.00,0.00,0.00,0.00,0.00,4.36
0.00,0.00,0.00,0.00,0.00,0.00,6.22
0.00,0.00,7.95,0.00,0.00,5.90,5.90
0.00,0.00,0.00,0.00,0.00,0.00,0.79
0.00,0.00,3.00,10.00,7.50,0.00,3.75
0.00,0.00,0.00,0.00,0.00,0.00,3.17
0.00,0.00,0.00,0.00,4.35,0.00,3.26
0.00,0.00,0.00,0.00,0.00,0.00,3.06
0.00,0.00,4.09,0.00,0.00,0.00,3.64
4.00,0.00,0.50,5.00,0.00,0.00,4.00
2.50,0.00,0.00,0.00,6.07,0.00,6.43
2.58,0.00,4.84,0.00,0.00,0.00,6.45
0.00,0.00,0.00,0.00,6.15,0.00,0.77
0.00,0.00,0.00,7.06,0.00,0.00,4.12
3.57,5.36,0.00,0.00,0.00,0.00,1.79
5.86,0.00,0.00,0.00,0.00,0.00,10.00
0.00,0.00,0.00,0.00,1.84,0.00,2.11
0.00,0.00,0.00,0.00,0.00,0.00,6.94
0.00,0.00,1.35,0.00,0.00,0.00,5.95
0.00,0.00,0.00,0.00,4.55,0.00,5.45
1.56,5.62,0.00,0.00,0.00,0.00,8.44
0.00,0.00,3.02,6.28,0.00,0.00,3.02
2.56,0.00,0.00,0.00,0.00,0.00,4.87
0.00,0.62,0.00,0.00,0.00,6.46,10.00
3.70,0.00,0.00,9.26,0.00,0.00,3.33
0.00,0.00,5.17,0.00,0.00,0.00,1.72
4.17,0.00,0.00,0.00,0.00,0.00,5.21
0.00,0.00,0.00,0.00,8.11,0.00,8.65
0.00,0.00,0.00,0.00,0.00,10.00,2.97
0.00,0.00,0.00,0.00,0.00,6.60,1.49
0.00,0.00,5.45,1.21,8.79,0.00,4.85
0.00,0.00,2.73,0.00,0.00,5.15,2.73
3.26,1.74,0.00,0.00,4.13,0.00,5.65
