0.00,0.00,0.00,1.43
10.00,0.00,0.00,2.42
0.00,0.00,7.27,5.23
0.00,0.00,0.29,3.53
0.00,2.50,0.00,4.38
0.00,3.42,0.00,9.47
0.00,5.00,0.00,4.35
0.00,0.00,3.79,5.52
0.00,0.00,0.00,0.91
0.00,0.00,0.00,8.29
2.42,3.94,0.00,3.33
0.00,0.00,6.06,0.30
3.57,0.00,0.00,5.71
0.00,0.00,0.00,3.64
5.86,2.76,0.00,3.10
0.00,0.00,0.00,7.74
0.00,6.13,0.00,6.77
0.00,0.00,0.00,4.47
0.00,0.00,0.00,0.48
0.00,2.89,0.00,3.16
0.00,0.00,0.00,4.00
0.00,0.00,0.00,6.36
0.00,0.00,0.00,1.54
3.70,0.00,0.00,4.81
0.00,0.00,0.00,6.76
6.74,0.00,0.00,5.81
0.00,0.00,0.00,4.87
0.00,0.00,0.00,3.75
3.26,0.00,0.00,5.65
0.00,0.00,0.00,5.83
0.00,0.00,0.00,3.42
0.00,0.00,0.00,10.00
0.29,4.71,0.00,6.76
0.00,0.00,0.00,6.45
0.00,0.00,0.00,2.57
0.00,4.69,0.00,1.88
0.00,5.12,2.79,6.51
0.00,4.85,0.00,0.91
0.00,0.00,0.00,8.33
0.00,0.00,0.00,10.00
0.00,5.33,3.33,5.00
7.11,0.00,0.00,1.32
0.00,5.00,2.11,8.68
3.85,0.00,0.00,4.62
0.00,0.00,0.00,2.70
0.00,0.00,1.09,6.52
0.00,0.00,0.00,4.85
0.00,0.00,0.00,6.51
0.00,0.00,0.00,3.79
0.00,0.00,1.82,4.09
4.72,0.00,0.83,1.67
0.00,0.00,0.00,3.33
0.00,5.56,0.00,5.56
0.00,0.00,0.00,4.84
0.00,6.84,0.00,2.89
0.00,0.00,0.00,3.14
0.00,0.00,0.00,2.90
0.00,0.00,0.00,6.67
0.00,4.19,0.00,4.19
10.00,2.61,2.17,0.87
0.00,0.00,0.00,5.00
9.56,0.00,2.22,4.00
3.79,0.00,0.00,2.07
0.00,0.00,0.00,3.87
0.00,0.00,6.50,2.75
0.00,0.00,0.00,3.06
0.00,10.00,0.00,5.94
0.00,0.00,0.00,2.35
0.00,0.00,0.65,2.58
0.00,0.00,0.00,6.94
0.00,0.00,0.00,0.30
0.00,8.44,0.00,5.62
0.00,0.00,0.00,0.27
0.00,0.00,0.00,2.56
0.00,3.20,0.00,4.00
0.00,0.00,0.00,4.76
0.00,0.00,2.29,10.00
0.00,0.00,0.00,0.89
0.00,0.00,0.00,1.76
1.96,0.00,0.00,6.52
0.00,0.00,0.26,4.62
1.94,0.00,6.45,4.19
0.00,0.00,0.00,10.00
0.00,1.89,0.00,2.43
5.00,0.00,0.00,10.00
5.19,0.00,0.00,0.37
0.00,0.00,0.00,4.00
0.00,0.00,0.00,4.05
6.76,0.00,0.00,3.24
0.00,7.55,0.00,5.31
6.92,0.00,0.00,1.28
0.00,0.00,0.00,2.82
0.00,0.00,0.00,6.29
0.00,1.76,0.00,0.20
0.00,0.00,0.00,3.71
4.29,0.00,0.00,7.62
0.00,0.00,0.00,2.67
0.00,0.00,0.00,7.08
0.00,0.00,0.00,10.00
7.14,0.00,0.00,6.29
0.00,0.00,6.06,2.12
0.00,0.00,0.00,8.08
0.00,0.00,4.06,8.12
0.00,3.95,0.00,6.05
6.60,0.00,0.00,3.62
0.00,0.00,0.00,4.74
10.00,0.00,0.00,9.09
0.00,0.00,0.00,6.59
2.22,0.00,5.83,10.00
0.00,0.00,0.00,7.35
0.00,0.00,0.00,7.50
0.00,0.00,5.43,3.43
0.00,0.00,0.00,2.39
0.00,0.00,3.16,3.95
0.00,0.00,2.31,6.41
0.00,0.00,0.00,2.06
0.00,0.00,0.00,3.95
4.00,0.00,0.00,2.29
0.00,0.00,0.00,10.00
0.00,0.00,0.00,6.43
0.81,0.00,0.00,5.41
8.06,0.00,0.00,4.84
2.42,0.00,0.00,3.03
0.00,0.00,0.00,8.97
0.00,0.00,4.14,4.48
0.00,0.00,7.43,8.86
5.45,0.00,2.42,3.94
0.00,0.00,0.00,2.93
5.58,0.00,10.00,3.72
0.00,7.57,0.00,2.97
0.00,0.00,0.00,10.00
0.00,0.00,2.50,4.44
0.00,3.51,0.00,5.14
0.00,0.70,0.00,2.09
7.22,0.00,8.33,0.56
0.00,0.00,0.00,3.64
0.00,0.00,0.00,5.86
0.00,0.00,0.00,6.86
5.00,0.00,0.00,2.35
0.00,0.00,0.00,8.06
0.00,0.00,0.00,10.00
1.25,0.00,0.00,0.62
0.00,0.00,0.00,3.03
3.24,2.43,0.00,4.05
0.00,0.00,0.00,4.12
4.57,0.00,0.00,5.14
0.00,0.00,0.00,0.32
0.00,0.00,0.00,1.38
0.00,4.19,0.00,6.45
0.00,0.00,0.00,2.68
0.00,0.00,3.61,7.78
0.00,5.18,0.00,10.00
0.00,0.00,7.14,3.71
4.00,5.00,0.00,4.00
0.00,0.00,2.41,2.07
0.00,0.00,0.00,6.52
0.00,6.00,0.00,7.14
0.00,0.00,0.00,1.25
0.00,0.00,0.00,9.71
0.00,0.00,5.17,7.93
1.88,0.00,0.00,6.88
0.00,0.00,0.00,2.19
0.00,8.82,0.00,7.94
0.00,10.00,0.00,3.06
0.00,0.00,0.00,3.70
0.00,0.00,0.00,1.82
1.88,0.00,0.00,4.38
0.00,0.00,0.00,4.58
0.00,0.00,0.00,6.18
0.00,0.00,2.65,4.12
0.00,0.00,0.00,1.25
0.00,0.00,0.00,6.43
0.00,0.00,0.00,2.07
0.00,0.00,0.00,6.00
1.21,5.15,0.00,3.94
0.00,0.00,0.00,3.08
3.41,6.36,0.00,2.05
0.00,0.00,0.00,3.33
0.00,5.86,0.00,0.34
3.64,0.00,0.00,3.18
0.00,2.69,0.00,3.46
0.00,0.00,10.00,4.50
0.00,0.00,0.00,5.00
0.00,7.14,0.82,5.92
0.00,1.88,0.00,2.50
1.43,0.00,0.00,4.29
3.23,0.00,0.00,8.06
0.00,0.00,0.00,5.48
0.00,0.00,0.00,2.57
1.47,0.00,0.00,7.06
0.00,0.00,0.00,4.72
0.00,0.26,4.47,7.37
0.00,0.00,0.00,0.91
0.00,0.00,4.40,8.80
0.00,0.00,0.00,10.00
0.00,0.00,0.00,1.22
0.28,0.00,0.00,5.83
0.00,0.00,2.12,5.76
0.00,6.36,0.00,0.45
9.73,0.00,0.00,6.49
0.00,0.00,0.00,6.45
0.00,0.00,0.00,2.00
0.00,0.00,9.39,3.33
0.00,0.00,0.00,2.81
0.00,5.41,4.32,1.89
0.00,0.00,0.00,4.19
0.00,0.00,0.00,3.41
0.00,0.00,0.00,4.00
0.00,0.00,2.38,3.10
0.00,0.00,3.12,2.50
0.00,0.00,0.00,5.68
0.00,0.00,0.00,1.58
0.00,7.81,0.00,4.38
0.00,0.00,0.00,4.39
0.00,3.25,0.00,1.25
0.00,5.45,0.00,3.94
0.00,0.00,0.00,1.76
4.29,0.00,0.00,3.21
0.00,0.00,1.78,4.67
0.00,0.00,2.40,7.20
0.00,9.31,0.00,1.72
0.00,0.00,3.79,4.83
0.00,2.73,0.00,9.09
0.00,0.00,0.00,4.86
0.00,0.00,0.00,7.10
0.00,0.00,0.00,2.26
6.00,3.71,0.00,2.00
0.00,0.00,0.00,3.61
0.00,0.00,0.29,10.00
0.00,0.00,0.00,3.12
0.00,0.00,6.29,6.86
5.00,0.00,0.00,2.33
0.00,0.00,0.00,1.33
1.79,6.92,0.00,4.36
0.00,0.00,1.03,5.90
0.00,0.00,0.00,3.59
4.00,0.00,0.00,7.60
0.00,0.00,0.00,3.51
0.59,0.00,0.00,10.00
0.00,2.42,0.00,6.06
4.55,4.55,0.00,2.42
0.00,0.00,0.00,2.12
0.00,6.67,0.00,1.48
0.00,0.00,2.56,4.36
0.00,0.00,0.00,0.33
0.00,0.00,0.00,3.68
0.00,0.00,0.00,8.00
0.23,0.00,0.00,0.70
0.00,0.00,0.00,5.00
0.00,0.00,7.06,6.18
0.00,0.00,0.00,3.42
0.00,0.29,0.00,9.41
0.00,0.00,0.00,2.00
0.00,2.75,0.00,6.50
0.00,0.00,0.00,10.00
2.58,0.00,0.00,4.84
3.44,0.00,0.00,6.88
0.00,0.00,1.28,2.82
0.00,0.00,0.00,5.13
0.00,0.00,0.00,2.78
0.00,0.00,0.00,0.57
0.00,0.00,0.00,3.75
0.00,0.00,4.40,3.60
0.00,0.00,0.00,3.03
0.00,0.00,0.00,4.57
5.79,6.84,0.00,3.42
0.00,0.00,0.00,1.14
0.00,6.40,0.00,0.40
10.00,2.63,4.47,4.47
0.00,0.00,10.00,7.18
0.00,0.00,1.71,7.56
0.00,0.00,0.00,0.54
0.00,0.00,0.00,8.12
0.00,0.00,0.00,6.47
0.00,0.00,0.00,8.82
0.00,0.00,0.00,4.62
0.00,0.00,0.00,3.06
0.00,0.00,0.00,5.71
0.00,0.00,4.72,2.22
0.00,0.00,0.00,7.17
0.00,5.85,0.00,6.59
0.00,4.88,0.00,3.90
10.00,0.00,4.12,1.18
3.24,5.00,0.00,4.41
0.00,0.00,0.00,6.57
0.00,0.00,0.00,5.25
0.00,0.00,9.62,6.92
0.00,0.00,0.00,6.36
0.00,0.00,1.43,4.57
2.95,0.00,7.50,10.00
0.00,0.00,0.00,5.56
8.65,0.81,0.00,0.81
0.00,0.00,0.00,4.00
0.00,0.74,0.00,4.81
0.00,0.89,0.00,8.39
0.00,0.00,0.00,4.42
0.00,0.00,0.00,5.43
0.00,0.00,3.00,5.75
0.00,0.00,0.00,5.12
0.00,0.00,0.00,10.00
0.00,5.48,7.10,1.29
0.00,0.00,0.00,2.86
0.00,0.00,0.00,5.68
0.00,0.00,0.00,4.38
0.00,0.00,0.00,6.47
0.00,0.00,2.62,1.90
0.00,0.00,3.33,6.43
0.00,0.00,0.00,6.13
7.69,0.00,0.00,3.08
0.00,0.00,0.00,2.22
0.00,0.00,0.00,5.26
0.00,0.00,0.00,6.00
0.00,0.00,0.00,3.43
0.00,0.00,0.00,4.35
0.00,7.57,0.00,1.89
0.00,2.06,0.00,7.06
8.79,0.00,0.00,4.55
0.00,0.00,0.00,7.63
0.00,5.00,0.00,6.56
0.00,0.00,0.00,6.18
0.00,0.00,0.00,1.14
8.33,6.43,0.00,1.90
0.00,0.00,0.00,3.25
0.00,0.00,0.00,3.75
2.65,0.00,0.00,2.94
0.00,0.00,1.94,4.52
0.00,3.53,0.00,6.47
0.00,4.00,0.00,2.50
3.24,0.00,0.00,1.47
0.00,0.00,0.00,0.53
0.00,0.00,5.38,4.87
0.00,0.00,0.00,6.77
0.00,0.00,0.00,3.95
2.65,7.06,4.41,6.18
3.21,0.00,5.71,6.07
0.00,4.36,0.00,5.38
0.00,3.87,0.00,0.32
0.00,4.71,0.00,6.47
0.00,0.00,0.71,5.00
0.00,0.00,0.00,0.49
0.00,0.00,0.00,0.28
2.76,8.62,0.00,4.14
0.00,0.00,0.00,2.33
5.00,9.74,6.05,7.37
0.00,0.00,0.00,7.88
0.00,4.05,10.00,4.86
4.40,0.00,0.00,2.80
0.00,0.00,0.00,1.35
0.00,0.00,0.00,4.19
2.05,10.00,0.00,4.87
6.15,0.00,0.00,2.82
0.00,0.00,0.00,5.41
10.00,0.00,0.00,1.39
0.00,4.23,0.00,3.85
0.00,0.00,6.98,4.65
3.08,0.00,0.00,4.87
3.83,0.00,0.00,5.74
5.53,0.00,0.00,1.91
0.00,0.00,0.00,1.25
7.29,0.00,10.00,5.21
0.00,0.00,0.00,3.08
0.00,10.00,0.00,1.32
0.00,0.81,0.00,0.81
0.00,3.95,0.00,4.42
0.00,0.00,0.00,3.72
4.32,0.00,4.86,3.78
0.00,0.95,0.00,3.81
0.00,0.00,0.00,3.82
0.00,0.00,0.71,3.81
0.00,0.00,0.00,1.52
0.00,0.00,0.00,5.62
0.00,0.00,0.00,6.49
3.64,0.00,0.00,3.94
0.00,0.00,5.56,3.89
0.00,0.00,0.00,2.89
0.00,4.00,10.00,2.57
0.00,0.00,10.00,2.00
0.00,0.00,0.00,2.67
10.00,0.00,0.00,2.76
0.00,0.00,0.00,0.33
0.00,0.00,0.00,10.00
1.33,0.00,0.00,0.33
0.00,10.00,3.68,4.47
0.00,0.00,0.00,1.67
0.00,0.00,0.00,9.33
0.00,0.00,0.00,3.43
0.00,3.82,3.82,4.71
0.00,2.04,0.00,5.92
0.00,4.78,0.00,4.35
0.00,0.00,1.80,5.60
0.00,0.00,4.12,0.88
0.00,0.00,3.51,5.41
0.00,0.00,0.00,7.94
0.00,0.00,0.00,5.67
0.00,0.00,0.00,3.93
0.00,0.00,0.00,4.44
0.00,0.00,0.00,5.85
0.00,0.00,0.00,4.67
0.00,0.00,0.00,0.42
0.00,0.00,0.00,3.49
0.00,0.00,0.00,3.10
0.00,3.59,0.00,1.54
0.62,0.00,0.00,4.38
0.00,1.92,0.00,6.92
0.00,0.00,0.00,6.60
6.43,3.57,0.00,4.52
0.00,0.30,0.00,5.76
0.00,4.67,6.22,0.67
7.58,0.00,2.42,6.67
0.00,0.00,0.00,7.71
0.00,0.00,0.00,7.05
0.00,0.00,0.00,5.53
0.00,0.00,0.00,4.63
0.00,0.00,0.00,3.53
0.00,0.00,6.22,6.67
0.00,0.00,0.00,4.17
0.00,0.00,0.00,3.78
0.00,0.00,0.00,6.55
5.68,0.00,0.00,0.23
1.62,0.00,0.00,5.68
0.00,1.35,0.00,10.00
0.62,0.00,0.00,1.56
0.00,0.00,0.00,4.06
0.00,1.71,10.00,3.71
0.00,0.97,0.00,6.45
0.00,3.93,0.00,7.14
0.00,0.00,0.00,1.70
0.00,6.92,0.00,5.38
0.00,0.00,1.94,5.83
0.00,0.00,3.24,6.76
4.07,0.00,0.00,10.00
0.00,0.00,0.00,8.38
0.00,0.00,0.00,0.86
0.00,0.00,0.00,2.68
0.00,0.00,10.00,0.68
0.00,0.00,0.00,0.86
0.00,2.37,0.00,5.00
0.00,2.76,0.00,6.55
0.00,0.00,0.00,3.11
0.00,0.00,0.00,1.52
0.00,0.54,0.00,1.89
0.00,1.18,0.00,10.00
0.00,0.00,0.00,3.49
0.00,0.00,0.00,10.00
0.00,0.00,0.00,9.64
2.78,0.00,0.00,4.44
0.00,2.45,0.00,9.80
0.00,0.00,7.71,4.00
0.00,7.17,0.00,3.70
3.42,0.00,0.00,2.63
0.00,0.00,0.00,3.24
0.00,2.57,0.00,7.43
3.59,0.00,0.00,10.00
0.00,0.00,0.00,10.00
0.00,0.00,0.00,3.95
7.71,0.00,0.00,1.71
0.00,0.00,10.00,1.14
0.00,0.00,1.43,4.86
0.00,0.00,0.24,10.00
0.00,0.00,6.25,4.50
0.00,2.55,0.00,4.26
0.00,0.00,5.29,1.18
0.00,0.00,0.00,5.79
1.21,0.00,0.00,7.88
0.70,0.00,5.81,2.09
0.00,0.00,0.00,3.64
10.00,0.00,0.00,3.61
0.00,3.33,0.00,3.67
2.95,0.00,0.00,4.09
0.00,4.44,0.00,1.78
3.21,6.07,0.00,4.29
0.00,0.00,1.94,5.83
0.00,0.00,10.00,2.06
0.00,0.00,0.00,5.42
0.00,3.43,0.00,4.00
0.00,0.00,10.00,6.76
9.35,0.00,5.16,0.65
0.00,0.00,0.83,7.92
0.00,0.00,0.00,5.33
0.00,0.00,0.00,8.48
7.10,0.00,0.00,4.19
0.00,0.00,0.00,3.06
0.00,1.76,0.00,5.59
0.00,8.38,0.00,1.89
1.85,0.00,0.00,3.33
4.39,0.00,0.00,10.00
0.00,0.00,1.03,5.13
0.00,0.00,1.25,6.88
0.00,0.00,0.00,1.79
0.00,0.00,1.06,5.96
4.24,0.00,0.00,4.24
3.18,0.00,0.00,8.86
0.00,0.00,0.00,3.33
0.00,0.00,0.00,4.32
0.00,5.33,0.00,1.33
0.00,0.00,0.00,2.41
0.00,0.00,0.00,1.56
0.00,0.00,0.00,0.91
0.00,5.14,0.00,3.51
0.00,0.00,0.00,5.15
0.00,2.11,0.00,1.84
0.00,0.00,0.00,2.78
0.00,0.00,0.00,4.76
4.20,0.00,0.00,1.60
6.47,0.00,0.00,5.29
0.00,0.00,0.00,3.53
0.00,0.00,0.00,4.89
0.00,0.00,0.00,5.00
0.00,0.00,6.11,6.39
0.00,0.00,0.00,8.65
0.00,0.00,10.00,4.77
3.12,0.00,0.00,3.75
3.33,0.00,3.94,5.45
0.00,0.00,6.33,1.84
0.00,0.00,0.00,2.71
10.00,2.26,0.00,3.55
0.00,0.00,0.00,3.96
0.00,0.00,4.68,5.96
4.25,0.00,0.00,10.00
0.00,4.10,0.00,7.95
0.00,0.00,0.00,3.11
0.00,7.37,8.42,3.68
0.00,3.14,0.00,8.86
0.00,0.00,0.00,5.75
0.00,0.00,3.79,5.52
2.43,0.00,0.00,1.62
0.00,6.58,0.00,3.16
0.00,0.00,0.00,9.09
0.00,0.00,0.00,2.00
0.00,0.00,0.00,3.67
0.00,3.75,0.00,2.71
0.00,0.00,0.00,3.89
0.00,0.00,1.40,4.88
0.00,0.00,0.00,4.44
0.00,0.00,0.00,9.78
0.00,0.00,0.00,2.92
3.21,0.00,0.00,1.07
6.39,0.00,0.00,1.39
3.53,0.00,0.00,8.24
0.00,0.00,6.44,4.22
0.00,0.00,7.56,1.95
0.00,0.00,0.00,4.47
0.00,0.00,0.00,0.87
4.55,2.05,0.00,5.23
0.00,0.00,3.67,6.67
0.00,1.90,0.00,3.33
0.00,0.00,0.00,5.75
3.33,3.03,0.00,4.85
4.32,0.00,0.00,2.97
0.00,0.00,0.00,0.36
0.00,4.76,0.48,5.95
0.00,0.00,0.00,4.74
10.00,0.00,5.00,3.33
0.00,3.12,0.00,3.75
8.48,0.00,0.00,4.24
6.57,0.00,0.00,2.57
0.00,6.84,0.00,0.26
0.00,6.34,10.00,6.10
0.00,1.95,0.00,5.61
0.00,0.00,1.11,9.17
0.00,0.00,0.00,2.70
2.58,0.00,0.00,1.61
0.00,4.81,0.00,3.70
0.00,0.00,0.00,1.11
3.33,5.33,0.00,1.67
0.00,0.00,0.00,1.56
0.00,0.00,6.27,0.78
0.00,0.00,0.00,0.24
0.00,0.00,0.00,2.88
0.43,0.00,0.00,2.39
4.39,0.00,0.00,4.15
0.00,0.00,0.00,3.53
0.00,0.00,6.56,0.31
0.00,0.00,0.00,3.51
0.00,0.00,0.42,5.83
0.00,0.00,0.00,1.11
0.00,0.00,0.00,3.33
0.00,0.00,0.49,4.88
0.00,0.00,0.00,4.14
1.05,0.00,0.00,2.63
0.00,0.00,0.00,5.35
2.89,0.00,0.00,4.00
0.00,0.00,0.00,4.29
0.00,1.67,5.24,5.48
0.00,0.00,0.00,3.41
2.57,0.00,0.00,2.00
2.11,0.53,0.00,1.32
0.00,0.00,3.81,2.86
2.69,3.08,5.00,3.46
0.00,0.00,0.00,5.00
3.33,0.00,0.00,6.67
0.00,0.00,0.00,7.00
4.59,2.70,0.00,7.57
0.00,0.00,0.00,6.56
0.69,0.00,0.00,5.17
0.00,0.00,1.94,3.89
4.47,0.00,2.63,2.63
0.00,0.00,0.00,1.11
3.50,0.00,0.00,5.25
0.00,6.67,2.50,2.22
0.00,1.79,4.64,9.29
4.44,0.00,2.89,10.00
0.00,1.30,3.48,5.65
0.00,0.00,0.31,5.62
0.00,0.00,0.00,1.29
0.00,0.00,0.00,0.53
0.00,0.00,0.00,10.00
0.00,0.00,0.00,1.92
0.00,0.00,0.00,1.92
0.00,0.00,0.00,8.18
0.00,0.00,0.00,2.70
1.94,0.00,0.00,7.50
8.75,0.00,0.00,4.17
0.00,5.56,5.00,9.72
0.00,3.83,0.00,0.64
0.00,0.00,0.00,4.00
0.00,4.75,2.75,4.75
0.00,0.00,0.00,6.44
0.00,0.00,7.14,0.29
6.41,0.00,0.00,3.85
8.65,3.24,0.00,2.97
0.00,0.00,0.00,1.88
0.00,0.00,0.00,3.23
0.00,0.48,6.43,4.29
0.00,0.00,3.33,4.44
0.00,10.00,2.86,2.57
0.00,0.00,0.00,8.11
8.24,0.00,2.94,8.24
8.71,0.00,3.23,7.74
0.30,0.30,0.00,6.67
0.00,0.00,0.00,8.62
0.00,0.00,3.00,1.80
0.00,7.00,0.00,7.50
0.00,3.41,0.00,4.39
0.00,1.09,0.00,5.87
0.00,0.00,0.00,7.67
0.00,0.00,0.00,6.39
0.00,0.00,1.19,5.24
0.97,0.00,7.42,3.87
0.00,0.00,0.00,4.00
4.48,0.00,0.00,5.17
0.00,0.00,5.16,2.90
0.00,0.00,0.00,5.43
0.00,0.00,10.00,2.37
0.00,0.00,0.00,7.14
4.21,0.00,0.00,0.79
0.00,2.43,6.49,4.05
0.00,0.00,0.00,6.00
2.29,2.57,0.00,4.86
0.00,0.00,0.00,6.05
0.00,0.00,0.00,3.48
0.00,0.00,0.00,0.80
0.00,7.27,3.94,0.91
0.00,5.28,0.00,1.11
0.00,2.37,0.53,9.21
0.00,0.91,0.00,3.64
0.00,0.00,6.39,2.78
0.00,0.00,7.74,3.55
0.00,0.65,0.00,4.78
0.00,0.00,0.00,6.14
0.00,0.00,4.80,3.60
0.00,0.00,0.00,7.14
6.15,0.00,1.03,7.44
0.00,0.00,0.00,3.14
0.00,0.00,0.00,7.06
0.00,6.77,0.00,3.87
0.00,0.00,0.00,4.36
0.00,0.00,0.34,6.55
0.00,0.00,0.00,10.00
0.00,0.00,0.00,6.84
0.00,0.00,1.30,3.70
0.00,0.87,0.00,1.74
0.00,0.00,0.00,4.35
0.00,4.44,6.94,8.06
0.00,0.00,0.00,3.40
0.00,7.37,1.58,8.16
0.00,5.91,0.00,5.91
0.00,2.93,10.00,2.68
0.00,0.00,0.00,3.81
3.33,5.19,0.00,1.85
0.00,0.00,1.35,7.30
0.87,0.87,0.00,7.83
0.00,3.08,5.38,3.59
0.00,0.00,0.00,6.60
2.86,0.00,0.00,4.29
0.75,0.00,4.00,6.50
0.00,6.36,0.00,6.67
0.00,0.00,0.00,3.42
0.00,0.00,0.00,3.56
1.28,0.00,0.00,3.83
6.41,0.00,0.00,0.51
0.00,0.00,0.00,5.00
8.00,0.00,0.00,0.67
6.45,0.00,0.00,3.23
0.00,0.00,0.00,4.48
0.00,0.00,0.00,4.29
0.00,0.00,0.00,4.42
10.00,0.00,5.64,4.62
0.00,6.53,3.06,1.22
0.00,6.41,0.00,1.79
0.00,6.97,0.00,2.12
0.44,0.00,0.00,5.78
0.00,7.73,0.00,3.86
0.00,0.00,0.00,5.12
0.00,0.00,4.83,1.38
0.00,0.00,5.81,5.81
0.00,0.00,0.00,10.00
0.00,0.00,3.24,5.68
0.00,0.00,0.00,7.94
0.00,0.00,0.00,5.16
0.00,0.00,0.00,5.56
0.00,0.00,0.00,0.59
2.37,0.00,10.00,2.11
0.00,0.00,0.00,3.08
6.44,0.00,0.00,1.78
0.00,0.00,0.00,4.52
0.00,0.00,0.00,7.50
0.22,0.00,0.00,6.89
0.00,0.00,0.00,4.18
0.00,0.00,0.00,6.43
0.00,8.57,0.00,7.14
0.00,7.67,0.00,3.33
0.00,0.00,3.41,2.44
0.00,0.00,3.14,1.14
0.00,0.00,0.00,6.49
0.00,0.00,0.00,4.38
0.00,0.00,0.00,0.89
0.00,0.00,0.00,2.61
0.00,0.00,0.00,4.44
3.83,0.00,0.00,10.00
0.00,7.11,0.00,2.63
6.00,0.00,0.00,1.00
0.75,0.00,6.23,4.72
0.00,0.00,0.00,2.78
5.53,0.00,0.00,4.89
