0.00,0.00,0.00,4.00,4.57,0.00,0.00,3.43,0.00,0.57
5.00,0.00,10.00,0.00,0.00,0.00,8.53,0.00,0.00,0.59
0.00,6.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.43
0.00,0.00,0.00,0.00,0.00,6.13,1.61,0.97,0.00,10.00
0.00,0.00,0.00,0.00,1.88,0.00,0.00,0.00,0.00,3.12
0.00,0.00,0.00,0.00,0.00,0.00,2.19,0.00,0.00,4.38
0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,3.75
0.00,0.00,0.00,0.00,4.29,0.00,0.00,0.00,0.00,7.71
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.08,7.31
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.56
0.00,0.00,0.00,0.00,4.22,0.00,0.00,0.00,0.00,1.78
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.73
0.00,0.00,0.00,0.00,1.08,0.81,0.00,0.00,0.00,6.49
0.00,2.44,2.67,0.00,6.44,4.00,0.00,0.00,0.00,4.89
0.00,2.00,0.00,0.00,0.00,0.00,2.00,9.71,0.00,5.14
0.71,0.00,0.00,0.00,0.00,0.00,5.71,0.00,0.00,6.43
0.00,0.00,0.00,2.94,0.00,0.00,7.94,1.47,0.00,5.00
0.00,0.00,0.73,0.00,0.00,0.00,0.00,0.00,10.00,1.71
0.00,0.00,0.00,10.00,0.00,6.28,0.00,3.72,0.00,0.70
0.00,0.00,10.00,0.00,0.00,2.73,0.00,0.00,0.00,10.00
0.00,0.00,0.91,0.00,0.30,0.00,2.73,0.00,0.00,3.64
0.00,10.00,0.00,0.00,0.91,0.00,0.00,0.00,0.00,0.91
0.00,4.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.06
0.00,4.75,0.00,0.00,0.00,0.00,0.00,0.00,3.00,8.50
0.00,0.00,0.00,0.00,8.86,0.00,0.00,0.00,1.43,1.14
0.00,0.00,0.00,0.57,3.71,0.00,6.00,0.00,0.00,9.71
0.29,0.00,0.00,0.59,0.00,0.00,0.00,0.00,3.24,6.18
0.26,0.00,0.00,0.00,8.42,7.37,0.00,0.00,0.26,6.05
1.21,4.55,0.91,0.00,0.00,0.00,9.09,0.00,0.00,6.36
2.97,2.97,7.30,2.70,0.00,0.00,0.00,0.00,0.00,2.70
5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.06
0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.46
0.00,4.14,5.52,0.00,0.00,0.00,0.00,0.00,0.00,2.07
0.00,0.00,0.00,2.57,0.00,0.00,0.00,0.00,0.00,4.57
0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.07
0.00,0.00,8.64,0.00,0.00,0.00,0.00,0.00,0.00,5.23
0.00,0.26,0.00,6.32,0.00,0.00,0.00,0.00,0.00,1.58
0.00,0.00,0.00,0.00,0.00,0.00,3.94,7.58,0.00,4.85
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.75
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.29,3.87
1.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.26
0.00,0.00,3.61,0.00,0.00,0.00,0.00,0.00,1.94,1.94
0.00,0.00,0.00,3.10,0.00,0.00,0.00,0.00,0.00,2.41
5.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.06
0.00,0.00,5.36,0.00,0.00,0.00,2.14,0.00,0.00,6.43
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.25,3.75
0.00,0.00,2.31,4.23,0.00,0.00,0.00,0.00,2.12,7.31
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.61
0.00,0.00,7.42,0.00,0.00,3.55,0.00,3.87,0.00,7.10
0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,3.61
0.00,0.00,5.71,0.00,0.29,0.00,0.00,0.00,4.57,6.86
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.48,3.48
6.74,0.00,1.30,3.48,0.00,0.00,0.00,0.00,4.78,6.09
0.44,0.00,3.33,0.00,4.44,1.78,0.00,0.00,10.00,2.67
0.00,5.65,0.00,0.00,0.00,0.00,0.00,0.00,9.13,7.83
2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.45,3.64
0.00,0.00,0.00,0.00,4.09,0.00,0.00,0.00,0.00,7.05
0.00,2.42,0.00,0.00,0.00,0.91,0.00,0.00,0.00,2.73
0.00,0.00,0.00,4.15,0.00,0.00,0.00,0.00,0.00,3.66
0.00,0.00,4.38,0.00,0.00,0.00,2.19,0.00,3.44,3.75
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.61,4.55
0.00,0.00,0.00,0.00,0.00,1.02,4.49,0.00,0.00,0.82
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
0.00,0.00,0.00,0.00,0.00,0.00,4.50,0.00,0.00,4.00
6.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.86,2.57
0.00,0.00,6.21,0.00,5.86,0.00,0.00,0.00,0.00,5.52
0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.29
0.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.95,5.23
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.21,7.88
3.33,2.31,0.00,10.00,6.41,0.00,0.00,2.05,0.00,1.79
0.00,8.24,0.00,0.00,3.82,0.59,4.41,0.00,0.00,10.00
4.57,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.14
0.00,4.41,0.00,0.00,10.00,2.94,6.18,0.00,0.00,0.29
0.00,0.00,2.00,0.00,3.80,0.00,0.00,0.00,0.00,3.00
0.00,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.00,10.00
0.00,0.00,0.00,2.97,0.00,4.05,0.00,4.59,0.00,6.76
0.00,0.00,6.00,2.67,0.00,0.00,0.00,0.00,0.00,4.22
0.00,0.00,0.00,0.00,0.00,3.75,5.50,0.00,0.00,4.50
0.00,0.00,0.00,9.35,0.00,0.00,0.00,0.00,0.00,2.26
0.00,0.00,0.00,5.29,0.00,0.00,0.00,0.00,0.00,6.47
7.37,0.00,0.00,0.00,0.00,3.95,0.00,7.37,3.68,3.16
0.00,0.00,4.64,0.00,0.00,5.71,0.00,0.00,0.00,2.86
0.00,0.00,0.00,0.00,0.71,0.00,4.29,0.00,0.00,10.00
0.00,0.00,0.54,1.08,0.00,0.00,0.00,0.00,0.00,6.49
0.00,0.00,0.00,0.00,0.00,0.00,4.86,0.00,0.00,2.29
9.25,0.00,0.00,0.00,4.25,5.00,0.00,0.00,9.00,3.00
0.00,0.00,0.00,0.00,0.00,5.45,0.00,0.00,1.52,3.33
0.00,0.00,0.00,4.05,0.00,0.54,2.43,0.00,0.00,5.14
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.23
0.00,2.96,0.00,0.00,0.00,4.44,0.00,0.00,0.00,3.33
0.00,0.00,9.71,0.00,0.86,0.00,0.00,0.00,0.00,3.43
4.35,0.00,0.00,0.00,4.78,0.00,0.00,0.00,2.17,2.17
0.00,0.00,0.00,5.12,0.00,0.00,0.00,0.00,0.00,3.41
0.00,2.26,0.00,0.00,3.23,0.00,0.00,0.00,0.00,3.55
0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.25
0.00,0.00,0.00,0.00,3.27,0.00,0.00,0.00,2.88,8.27
5.26,0.00,0.00,6.58,0.00,0.00,0.00,6.32,0.00,1.84
0.00,1.67,0.00,6.11,0.00,0.00,0.00,0.00,0.28,5.83
3.75,0.00,0.00,0.00,0.00,0.00,6.25,7.50,0.00,3.44
0.00,0.00,0.00,0.00,0.00,0.00,2.11,0.00,0.00,9.47
0.00,0.00,0.00,8.57,0.00,0.00,0.00,0.00,0.00,3.81
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.81,7.50
0.00,0.00,0.00,0.00,3.16,0.00,0.00,0.00,5.00,3.42
0.00,4.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.13
0.00,5.14,0.00,6.29,0.00,0.00,0.00,2.29,0.00,10.00
0.00,1.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.57
0.00,0.00,0.00,0.30,0.00,2.73,1.52,0.00,0.00,4.55
0.00,4.78,0.00,0.00,0.00,0.00,0.00,1.74,0.00,6.52
0.00,0.00,0.00,0.00,4.86,0.00,0.00,0.00,7.43,3.43
0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.57,0.00,6.49
0.00,0.00,0.00,0.00,3.33,0.00,0.00,3.33,0.00,3.70
5.00,0.00,0.00,0.00,4.38,0.00,0.00,6.88,0.00,4.38
0.00,0.00,0.00,8.39,0.00,6.13,0.00,0.00,0.00,2.26
0.00,0.00,3.08,0.00,0.00,1.03,0.00,0.00,0.26,4.10
5.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25
0.00,5.64,0.00,0.00,0.00,0.00,5.38,0.00,0.00,7.69
0.00,3.60,0.00,0.00,2.80,0.00,0.00,0.00,6.20,6.60
0.00,0.00,3.75,8.12,0.00,0.00,0.00,0.00,0.00,2.19
5.66,0.00,0.00,1.13,6.42,0.00,0.00,0.00,0.00,5.85
0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.24
0.00,3.12,0.00,0.00,5.62,3.44,8.12,0.00,5.00,5.94
0.00,0.00,0.00,0.00,0.00,0.00,6.39,0.00,0.00,3.61
0.00,0.00,0.00,0.00,0.00,7.93,0.00,0.00,0.00,3.45
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.55
4.00,0.00,0.00,0.00,4.00,0.00,5.20,2.80,3.60,2.00
0.00,0.00,0.00,0.00,3.06,0.00,0.00,0.00,0.00,3.89
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.06
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.52
0.00,0.00,3.79,0.00,0.00,0.00,5.52,0.00,0.00,4.83
0.00,0.00,0.00,0.00,2.50,0.00,5.00,0.00,0.00,3.06
0.00,0.00,0.00,0.00,3.82,0.00,0.00,0.00,0.00,4.71
0.00,2.57,4.29,3.71,0.00,2.29,0.00,0.00,5.43,5.14
0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.64
0.00,3.71,0.00,0.00,0.00,8.57,0.00,0.00,0.00,6.00
0.00,0.00,0.00,0.00,5.61,0.00,0.00,0.00,0.00,4.88
0.00,0.00,0.00,8.29,0.00,0.00,6.59,0.00,0.00,4.88
0.00,1.94,0.00,0.00,0.00,6.67,0.00,0.00,5.00,6.39
0.00,2.62,0.00,2.38,0.00,0.00,0.00,0.00,0.00,4.05
3.75,3.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,10.00
0.00,0.00,0.00,2.70,0.00,0.00,0.27,6.49,6.22,8.11
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.19,4.52
4.00,0.50,0.00,0.00,0.00,0.00,7.50,0.00,0.00,5.00
0.00,0.00,0.00,0.00,7.18,0.00,0.00,0.26,4.87,6.92
0.00,5.79,0.26,0.00,0.00,0.00,0.00,0.00,0.00,10.00
0.00,0.00,0.00,0.00,5.23,0.00,3.86,3.41,0.00,7.73
0.00,0.00,6.13,0.00,0.00,0.00,0.97,0.00,3.87,6.45
4.12,0.00,0.00,7.65,0.00,0.00,0.00,0.29,0.00,7.06
0.00,2.00,0.00,0.00,2.00,0.00,2.86,9.71,0.00,6.86
0.00,0.00,0.00,0.00,0.00,0.00,5.17,0.00,0.00,1.03
0.00,6.58,0.00,0.00,0.00,4.47,0.00,0.00,0.00,2.89
0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,2.50
0.00,0.00,0.73,3.90,0.00,0.00,0.00,3.17,0.00,3.17
3.02,3.02,0.00,0.00,0.00,9.07,0.00,7.67,3.26,6.28
