0.00,0.00,0.00,0.00,0.00,1.82,10.00
0.00,0.00,0.00,0.00,0.00,0.00,3.25
0.00,0.00,6.41,0.00,0.00,6.92,1.28
5.78,0.00,0.00,0.00,2.22,0.00,4.00
7.95,1.79,0.00,5.90,0.00,0.00,0.26
0.00,0.00,0.00,0.00,0.00,0.00,2.38
0.00,0.00,2.19,0.31,0.00,0.00,6.88
0.00,0.00,0.00,0.00,10.00,0.00,2.75
0.00,1.59,0.00,10.00,3.86,0.00,5.68
0.00,0.00,0.00,0.00,0.00,5.81,2.58
0.00,1.43,0.00,0.00,0.00,0.00,3.43
1.82,3.94,7.27,0.00,0.00,0.00,9.39
3.97,2.54,0.00,0.00,0.00,0.00,4.44
0.00,0.00,0.00,0.00,0.00,0.00,2.00
6.25,6.75,0.00,0.00,3.00,0.00,0.75
0.00,0.00,0.00,0.00,0.00,0.00,7.78
0.00,7.95,9.49,0.00,0.00,0.00,2.56
0.71,3.93,5.71,0.00,0.00,0.00,5.71
0.00,3.82,7.94,0.00,1.47,0.00,3.53
0.00,0.00,0.00,0.00,0.00,10.00,4.15
6.00,0.00,0.00,0.00,2.00,0.00,7.00
0.00,0.00,0.00,0.00,0.00,0.00,3.08
0.00,0.00,0.97,2.90,0.00,0.00,4.52
0.00,0.00,0.00,0.00,0.00,0.00,6.56
3.81,0.00,4.05,0.00,0.00,0.00,6.43
0.00,4.00,0.00,4.00,0.00,3.00,3.25
0.00,0.00,0.00,0.00,0.00,0.00,1.76
10.00,0.00,0.00,0.00,0.00,1.59,3.41
1.43,0.00,0.00,0.00,0.00,0.00,5.71
0.00,0.00,0.00,0.00,7.27,0.00,2.73
1.79,0.00,0.00,0.00,0.00,0.00,1.43
0.00,0.00,0.00,0.00,0.00,0.00,10.00
0.27,0.00,0.00,6.22,0.00,0.00,4.59
8.53,0.00,0.00,0.00,0.00,0.00,0.88
0.00,0.00,0.00,0.00,0.00,0.00,0.37
0.00,0.00,0.00,0.00,0.00,0.00,7.17
0.00,0.00,0.00,4.32,0.00,0.00,0.23
0.00,6.92,0.00,0.00,4.36,0.00,1.28
0.00,6.76,0.00,7.30,0.00,3.51,3.78
0.00,0.00,1.84,0.00,0.00,0.00,4.21
0.00,0.00,6.00,0.00,2.00,0.00,4.40
0.00,4.44,0.00,0.00,0.00,1.94,10.00
0.00,0.00,2.33,1.86,0.00,0.00,6.28
0.00,4.38,0.00,0.00,0.00,0.00,1.25
0.00,1.76,0.00,1.18,0.00,3.82,5.29
0.00,4.84,0.00,0.00,3.87,0.00,3.23
0.00,0.00,4.71,0.00,4.12,3.53,10.00
0.00,6.15,0.00,0.00,0.00,0.00,8.46
0.00,0.00,0.00,1.74,0.00,9.13,0.43
0.00,6.13,0.00,0.00,0.00,0.00,0.65
0.00,0.00,0.00,0.00,0.00,3.14,5.71
6.39,5.56,0.00,6.67,0.00,0.00,1.39
0.00,0.00,0.00,5.35,0.00,7.67,6.05
